Device_Manufacturer,Device_ManufacturerBrandName,Device_Model,Device_ModelBrandName,Device_OS,Device_OSBrandName,Device_Language,Device_Locale,Device_ScreenWidth,Device_ScreenHeight,Device_Storage,Device_UsedStorage,Device_FreeStorage,Device_Memory,Device_UsedMemory,Device_FreeMemory,Device_CPU,Device_BatteryLevel,Device_BatteryState,Device_SystemUptime,Device_Speed,Device_Bearing,Device_SIMMCC,Device_SIMMNC,Device_SIMServiceProvider,Device_SIMServiceProviderBrandName,Connection_Start,Connection_End,Connection_Timezone,Connection_Type,Connection_Technology,Connection_GenerationCategory,Connection_MCC,Connection_MNC,Connection_LAC,Connection_CID,Connection_ServiceProvider,Connection_ServiceProviderBrandName,Connection_MobileChannel,Connection_BSIC,Connection_PCI,Connection_BSSID,Connection_SSID,Connection_WifiFrequency,Location_Latitude,Location_Longitude,Location_Altitude,Location_HorizontalAccuracy,Location_VerticalAccuracy,Location_Country,Location_Region,Location_City,Location_Geohash,QOS_Date,QOS_UploadThroughput,QOS_UploadThroughputTestSize,QOS_DownloadThroughput,QOS_DownloadThroughputTestSize,QOS_LatencyAverage,QOS_JitterAverage,QOS_PacketLossLostPercentage,QOS_LinkSpeed,QOS_SignalStrength,QOS_DeltaTransmittedBytes,QOS_DeltaReceivedBytes,QOS_RSRP,QOS_RSRQ,QOS_RSSNR,QOS_CQI,QOS_TA
HUAWEI,Huawei,EVA-L09,EVA-L09,ANDROID70,Android 7.0,it,IT,1920,1080,58836090880,20235931648,38600159232,2915438592,2309042176,606396416,0.06,0.6600000262260437,Unplugged,142562375,null,null,222,88,,Wind,2017-07-26 10:06:55 UTC,2017-07-26 10:06:56 UTC,7200,MOBILE,EDGE,3G,222,88,14026,11283107,I WIND,Wind,null,null,null,null,null,null,44.1378408,8.2680824,null,50.0,null,Italy,Liguria,null,spvgh5h9s3,2017-07-26 10:06:55 UTC,null,null,null,null,null,null,null,null,null,151,0,null,null,null,null,null
Blackview,Blackview,BV6000S,null,ANDROID60,Android 6.0,ru,RU,1280,720,11702870016,7779393536,3923476480,2009055232,1467940864,541114368,0.78,0.6899999976158142,NotCharging,380706133,null,null,257,2,MTS.BY,MTS,2017-08-22 15:36:33 UTC,2017-08-22 15:36:45 UTC,10800,MOBILE,EDGE,3G,257,2,16,1592,MTS.BY,MTS,null,null,null,null,null,null,53.9361343,27.6872055,null,899.0,null,Belarus,Minsk,null,u9edy4c0y8,2017-08-22 15:36:45 UTC,null,null,null,null,null,null,null,null,null,12362,15170,null,null,null,null,null
Xiaomi,Xiaomi,Redmi 4A,null,ANDROID60,Android 6.0,ru,RU,1280,720,25687302144,4130328576,21556973568,1948229632,1423667200,524562432,0.36,0.9100000262260437,NotCharging,209443017,null,null,257,1,velcom,velcom,2017-08-23 21:00:27 UTC,2017-08-23 22:07:07 UTC,10800,MOBILE,HSPAP,3G,257,1,644,1410067,velcom,velcom,null,null,null,null,null,null,53.5968247,24.5406431,null,2799.0,null,Belarus,Hrodna,null,u992ymjbnk,2017-08-23 22:07:07 UTC,null,null,null,null,null,null,null,null,null,912997,3737853,null,null,null,null,null
LGE,LGE,Nexus 5,Nexus 5,ANDROID60,Android 6.0,es,ES,1920,1080,13478064128,9622159360,3855904768,1945096192,1202614272,742481920,0.18,0.699999988079071,Unplugged,72633898,null,null,214,21,JAZZTEL,Jazztel,2017-08-29 09:54:32 UTC,2017-08-29 09:57:37 UTC,7200,MOBILE,HSPA,3G,214,3,3116,177030030,JAZZTEL,Orange,null,null,null,null,null,null,36.6800022,-6.4052505,null,21.0,null,Spain,Andalusía,Rota,eye2wjru6z,2017-08-29 09:54:32 UTC,null,null,null,null,null,null,null,null,-95,0,0,null,null,null,null,null
LENOVO,Lenovo,Lenovo P1a42,Vibe P1,ANDROID60,Android 6.0,ru,RU,1920,1080,58473062400,30482710528,27990351872,1973424128,1509109760,464314368,0.17,0.7699999809265137,Unplugged,174710121,null,null,255,1,MTS UKR,Vodafone,2017-09-13 05:09:05 UTC,2017-09-13 05:11:05 UTC,10800,MOBILE,HSPA,3G,255,1,1832,118061647,MTS UKR,Vodafone,null,null,null,null,null,null,50.5062076,30.5003458,null,21.0,null,Ukraine,null,null,u8vxq43evx,2017-09-13 05:09:06 UTC,null,1048576,null,2097152,null,null,null,null,-95,15723,34317,null,null,null,null,null
samsung,Samsung,SM-G800F,Galaxy S5 Mini,ANDROID60,Android 6.0,en,GB,1280,720,43670732800,17197494272,26473238528,1319264256,1047138304,272125952,0.13,0.6200000047683716,Unplugged,589948882,null,null,234,10,,O2,2017-08-18 12:14:10 UTC,2017-08-18 12:14:20 UTC,3600,MOBILE,LTE,4G,234,10,34736,129716866,O2 - UK,O2,null,null,null,null,null,null,57.1594054,-2.2807475,null,1799.0,null,United Kingdom,Scotland,Aberdeenshire,gfnmhje1wt,2017-08-18 12:14:13 UTC,null,null,null,null,160.0,11.993099,5.0,null,-108,2914,16246,-108,-11,40,8,null
OnePlus,OnePlus,ONEPLUS A3003,2,ANDROID71,Android 7.1,en,US,1920,1080,121566097408,26089840640,95476256768,6019239936,4775346176,1243893760,0.32,0.27000001072883606,Unplugged,83908633,null,null,234,10,O2 - UK,O2,2017-09-05 16:32:07 UTC,2017-09-05 16:32:30 UTC,3600,MOBILE,LTE,4G,234,10,4352,130446446,O2 - UK,O2,6400,null,339,null,null,null,51.5104225,-0.5909926,null,23.0,null,United Kingdom,England,Slough,gcpt491tuy,2017-09-05 16:32:30 UTC,null,null,null,null,null,null,null,null,null,81745,1869468,null,null,null,null,null
LENOVO,Lenovo,Lenovo A6000,Vibe K4 Note,ANDROID44,Android 4.4,sr,RS,1280,720,10054909952,9232089088,822820864,943796224,812490752,131305472,0.21,null,Unknown,546574926,0.4060788154602051,119.5,297,1,Telenor,Telenor,2017-09-04 20:57:57 UTC,2017-09-04 20:58:31 UTC,7200,MOBILE,HSPAP,3G,297,1,30306,102158,Telenor,Telenor,null,null,null,null,null,null,42.51338244,19.20114725,88.0,31.0,null,Montenegro,Danilovgrad,null,srt9ugmf7h,2017-09-04 20:58:02 UTC,null,null,null,null,39.0,0.046232,0.0,null,-103,64936,676428,null,null,null,null,null
Sony,Sony,F3112,Xperia XA Dual,ANDROID60,Android 6.0,ru,,1280,720,18754068480,17797812224,956256256,1930698752,1344348160,586350592,0.21,0.7900000214576721,NotCharging,876101294,null,null,255,3,KYIVSTAR,Kyivstar,2017-08-01 09:38:59 UTC,2017-08-01 09:39:06 UTC,10800,MOBILE,HSPA,3G,255,3,59000,20010485,KYIVSTAR,Kyivstar,null,null,null,null,null,null,47.7914563,35.176766,null,1277.0,null,Ukraine,Zaporizhzhya,null,ub3pbknvqj,2017-08-01 09:39:06 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
samsung,Samsung,SM-A520F,null,ANDROID60,Android 6.0,es,ES,1920,1080,89183596544,41702428672,47481167872,2949185536,2212810752,736374784,0.32,1.0,Unplugged,83053845,28.969999313354492,80.0,214,7,,Movistar,2017-08-21 05:19:58 UTC,2017-08-21 05:20:01 UTC,7200,MOBILE,LTE,4G,214,7,28640,71726868,Movistar,Movistar,null,null,370,null,null,null,40.4486718,-3.6355619,736.0,1.0,null,Spain,Madrid,Madrid,ezjqj72wt6,2017-08-21 05:19:58 UTC,null,null,null,null,null,null,null,null,-86,161,85,-86,-10,50,8,4
HTC,HTC,HTC One,One,ANDROID50,Android 5.0,fr,FR,1920,1080,27479240704,25541758976,1937481728,1904611328,1389895680,514715648,0.08,0.8700000047683716,NotCharging,1434197402,null,null,208,1,Orange F,Orange,2017-09-10 10:25:25 UTC,2017-09-10 10:26:09 UTC,7200,MOBILE,LTE,4G,208,1,null,24666118,Orange F,Orange,null,null,472,null,null,null,48.7992898,2.0206146,null,899.0,null,France,Ile-de-France,null,u09mtgxk7w,2017-09-10 10:25:25 UTC,null,null,null,null,null,null,null,null,-112,0,0,-112,-11,58,null,null
samsung,Samsung,SM-A310F,Galaxy A3,ANDROID60,Android 6.0,fr,FR,1280,720,15810183168,10905186304,4904996864,1419829248,1085497344,334331904,0.05,0.550000011920929,Unplugged,8393034755,null,null,208,1,Orange F,Orange,2017-09-04 17:42:31 UTC,2017-09-04 17:46:46 UTC,7200,MOBILE,LTE,4G,208,1,50433,24133121,Orange F,Orange,null,null,206,null,null,null,48.7705984,2.2262597,null,50.0,null,France,Ile-de-France,Vélizy-Villacoublay,u09t6wmj7d,2017-09-04 17:42:31 UTC,null,null,null,null,null,null,null,null,-102,651,580,-102,-4,240,2,3
samsung,Samsung,SM-G901F,Galaxy S5,ANDROID60,Android 6.0,fr,FR,1920,1080,44148203520,28130557952,16017645568,1847984128,1619140608,228843520,0.49,0.6499999761581421,Unplugged,237592560,5.690000057220459,193.0,208,1,Orange F,Orange,2017-06-11 08:07:52 UTC,2017-06-11 08:07:54 UTC,7200,MOBILE,LTE,4G,208,1,26217,18496770,Orange F,Orange,null,null,338,null,null,null,43.6690729,4.1345785,54.0,3.0,null,France,Languedoc-Roussillon-Midi-Pyrénées,Lunel,spfbqjdwy9,2017-06-11 08:07:54 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
samsung,Samsung,SM-N910F,Galaxy Note 4,ANDROID60,Android 6.0,fr,FR,2560,1440,88403394560,57956233216,30447161344,2913615872,2090635264,822980608,0.45,0.7900000214576721,Unplugged,223772130,null,null,206,1,,Proximus,2017-08-02 07:11:20 UTC,2017-08-02 07:11:21 UTC,7200,MOBILE,LTE,4G,206,1,4209,21722369,Proximus,Proximus,null,null,null,null,null,null,50.6952405,5.6272246,null,1600.0,null,Belgium,Liège,Herstal,u1h02hc95v,2017-08-02 07:11:21 UTC,null,null,null,null,null,null,null,null,null,1400,1400,null,null,null,null,null
HTC,HTC,HTC U11,null,ANDROID71,Android 7.1,de,CH,2560,1440,65620226048,9765838848,55854387200,3907096576,2076131328,1830965248,0.14,0.6800000071525574,Unplugged,313738876,null,null,228,1,Swisscom,Swisscom,2017-08-07 10:01:07 UTC,2017-08-07 10:02:15 UTC,7200,MOBILE,LTE,4G,228,1,1616,16801285,Swisscom,Swisscom,1301,null,12,null,null,null,47.3848783,8.5343071,null,600.0,null,Switzerland,Zurich,null,u0qjd4nkzv,2017-08-07 10:02:15 UTC,null,null,null,null,null,null,null,null,null,4092,4520,null,null,null,null,null
Apple,Apple,iPhone 6 Plus,iPhone 6 Plus,IOS103,iOS 10.3,tr,null,568,320,63989493760,46281089024,17708404736,1024458752,987893760,36564992,0.10400000000000001,0.30000001192092896,Unplugged,144375955,null,null,null,null,null,null,2017-06-23 09:59:00 UTC,2017-06-23 16:40:47 UTC,10800,MOBILE,UNKNOWN,UNKNOWN,286,1,null,null,Turkcell,Turkcell,null,null,null,null,null,null,38.47735,27.068415,7.963747,65.0,10.0,Turkey,Izmir,Çiğli,swg4zuwdgc,2017-06-23 15:24:57 UTC,null,1048576,null,2097152,318.0,32.889911,0.0,null,null,147426,1431135,null,null,null,null,null
BullittGroupLimited,BullittGroupLimited,S60,S60,ANDROID60,Android 6.0,tr,null,1280,720,4127625216,3078332416,1049292800,3006382080,2034388992,971993088,0.05,0.6399999856948853,Unplugged,10023743,null,null,null,null,null,null,2017-06-08 19:20:45 UTC,2017-06-08 19:29:15 UTC,10800,MOBILE,HSPAP,3G,286,2,31013,109307,VODAFONE,null,null,null,null,null,null,null,35.1648411,33.009468,null,172.10000610351562,null,Cyprus,Nicosia,null,swr2p1sf03,2017-06-08 19:29:15 UTC,null,null,null,null,null,null,null,30,-77,921395,4669859,null,null,null,null,null
samsung,Samsung,SM-J510FN,Galaxy J5,ANDROID60,Android 6.0,de,AT,1280,720,19702255616,12892143616,6810112000,1984086016,1267810304,716275712,0.1,1.0,Full,463732888,null,null,232,7,,tele.ring,2017-09-08 05:19:34 UTC,2017-09-08 05:19:44 UTC,7200,MOBILE,LTE,4G,232,3,14040,19294468,tele.ring,T-Mobile,null,null,11,null,null,null,47.4255347,13.6619981,null,20.0,null,Austria,Styria,null,u23tycs3g8,2017-09-08 05:19:44 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
samsung,Samsung,SM-N9005,Galaxy Note 3,ANDROID50,Android 5.0,en,null,1920,1080,30695776256,13121134592,17574641664,2971471872,2151006208,820465664,0.25,0.4099999964237213,Unplugged,1540290,null,null,null,null,null,null,2017-09-04 16:38:59 UTC,2017-09-04 17:05:28 UTC,3600,MOBILE,LTE,4G,234,10,14608,25954168,Lycamobile,O2,null,null,null,null,null,null,51.5125473,-0.0397966,null,20.0,null,United Kingdom,England,London,gcpvp1e42d,2017-09-04 16:42:41 UTC,null,null,null,null,null,null,null,null,null,197540,323481,null,null,null,null,null
samsung,Samsung,SM-N910C,Galaxy Note 4,ANDROID60,Android 6.0,bg,BG,2560,1440,58467618816,55212380160,3255238656,2957393920,2306949120,650444800,0.56,0.23999999463558197,Unplugged,90317779,null,null,284,5,Telenor BG,Telenor,2017-08-13 18:03:53 UTC,2017-08-13 18:03:54 UTC,10800,MOBILE,HSDPA,3G,284,5,500,2073173,Telenor BG,Telenor,null,null,null,null,null,null,43.2266717,27.8863613,null,29.0,null,Bulgaria,Varna,null,sxevft4jx7,2017-08-13 18:03:54 UTC,null,null,null,null,null,null,null,null,null,6955,23189,null,null,null,null,null
Sony,Sony,D2303,Xperia M2,ANDROID44,Android 4.4,pl,PL,960,540,20879462400,6272401408,14607060992,884527104,685944832,198582272,0.57,0.550000011920929,Unplugged,285144180,null,null,260,2,T-Mobile.pl,T-Mobile,2017-08-20 12:31:21 UTC,2017-08-20 12:31:23 UTC,7200,MOBILE,HSPAP,3G,260,2,53601,59854079,T-Mobile.pl,T-Mobile,null,null,null,null,null,null,50.67036083,19.00620086,405.0,40.0,null,Poland,Silesian,null,u3j822rbhx,2017-08-20 12:31:23 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
LGE,LGE,LG-D958,G Flex,ANDROID44,Android 4.4,tr,TR,1280,720,25847754752,15629508608,10218246144,1942126592,1477079040,465047552,0.45,0.38999998569488525,Unplugged,63818200,null,null,286,2,,Vodafone,2017-08-09 13:47:44 UTC,2017-08-09 13:50:47 UTC,10800,MOBILE,HSPAP,3G,286,2,34466,69866041,VODAFONE TR,Vodafone,null,null,null,null,null,null,38.33784025,38.24726662,890.0,14.0,null,Turkey,Malatya,Malatya merkez,syg4n74y1g,2017-08-09 13:50:47 UTC,null,null,null,null,null,null,null,null,null,9729,24703,null,null,null,null,null
samsung,Samsung,SM-G955F,null,ANDROID70,Android 7.0,cs,CZ,2220,1080,121791381504,64921243648,56870137856,3628105728,2915454976,712650752,0.08,0.9300000071525574,Unplugged,1117084622,null,null,230,3,Vodafone CZ,Vodafone,2017-09-11 08:53:34 UTC,2017-09-11 08:53:51 UTC,7200,MOBILE,LTE,4G,230,3,36100,864770,Vodafone CZ,Vodafone,0,null,88,null,null,null,50.7100328,15.0827441,null,1600.0,null,Czech Republic,Liberec,null,u348rpqzm7,2017-09-11 08:53:34 UTC,null,null,null,null,null,null,null,null,-97,0,0,-97,-6,180,2,3
samsung,Samsung,SM-G925F,Galaxy S6 Edge,ANDROID70,Android 7.0,de,DE,2560,1440,58988961792,41550987264,17437974528,2812567552,2327654400,484913152,0.25,0.8500000238418579,Unplugged,302044165,null,null,262,2,,Vodafone,2017-08-29 06:26:26 UTC,2017-08-29 06:26:27 UTC,7200,MOBILE,HSUPA,3G,262,2,7335,197340849,Vodafone.de,Vodafone,0,null,null,null,null,null,49.0110874,8.3563877,null,22.0,null,Germany,Baden-Württemberg,Karlsruhe,u0tyy4hymb,2017-08-29 06:26:26 UTC,null,null,null,null,null,null,null,null,-51,0,0,null,null,null,null,null
LGE,LGE,LG-H815,G4,ANDROID60,Android 6.0,es,ES,2560,1440,152918183936,54678806528,98239377408,2974482432,2313547776,660934656,0.32,1.0,Full,8472781,29.1200008392334,312.6000061035156,214,1,,Vodafone,2017-09-09 18:19:58 UTC,2017-09-09 18:19:58 UTC,7200,MOBILE,LTE,4G,214,1,820,203896273,vodafone ES,Vodafone,null,null,null,null,null,null,43.14929486,-7.65793878,505.0,3.0,null,Spain,Galicia,null,ezdt3xpdv5,2017-09-09 18:19:58 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
samsung,Samsung,GT-I9060I,Galaxy Grand Neo Plus,ANDROID44,Android 4.4,it,IT,800,480,5903306752,5489508352,413798400,998244352,715714560,282529792,0.52,0.6700000166893005,Unplugged,11644350,0.4566914439201355,138.40188598632812,222,10,,Vodafone,2017-09-19 08:01:51 UTC,2017-09-19 08:06:10 UTC,7200,MOBILE,HSPAP,3G,222,10,35011,9995681,vodafone IT,Vodafone,null,null,null,null,null,null,41.95402203211733,12.702754907405888,142.95332659000684,128.0,null,Italy,Lazio,Guidonia Montecelio,sr3n9j3zgs,2017-09-19 08:01:51 UTC,null,null,null,null,null,null,null,null,-105,52,392,null,null,null,null,null
samsung,Samsung,GT-I9301I,Galaxy S3 Neo,ANDROID44,Android 4.4,it,IT,1280,720,44548304896,25913098240,18635206656,1444184064,1091801088,352382976,0.55,0.8799999952316284,Unplugged,201812107,1.0,135.8000030517578,222,10,,Vodafone,2017-08-08 17:05:16 UTC,2017-08-08 17:05:46 UTC,7200,MOBILE,HSPAP,3G,222,10,26046,9358463,vodafone IT,Vodafone,null,null,null,null,null,null,44.67856006,10.65264678,98.0,15.0,null,Italy,Emilia-Romagna,Reggio nell'Emilia,spzw4mmp2x,2017-08-08 17:05:46 UTC,null,null,null,null,null,null,null,null,null,2078,5794,null,null,null,null,null
samsung,Samsung,SM-G935F,Galaxy S7 Edge,ANDROID70,Android 7.0,en,GB,1280,720,90278502400,66110382080,24168120320,3705470976,2568998912,1136472064,0.29,0.46000000834465027,Unplugged,41634438,null,null,234,15,,Vodafone,2017-07-15 21:20:51 UTC,2017-07-15 21:29:59 UTC,3600,MOBILE,LTE,4G,234,15,34480,128519690,vodafone UK,Vodafone,0,null,313,null,null,null,55.9387879,-3.3909679,null,122.0,null,United Kingdom,Scotland,City of Edinburgh,gcvw4z6g09,2017-07-15 21:20:51 UTC,null,null,null,null,null,null,null,null,-94,0,0,-94,-8,80,11,10
samsung,Samsung,SM-G950F,null,ANDROID70,Android 7.0,en,GB,2220,1080,89862766592,14482763776,75380002816,3630510080,2772914176,857595904,0.1,0.27000001072883606,Unplugged,696047224,null,null,234,15,,Vodafone,2017-08-26 19:26:46 UTC,2017-08-26 19:28:02 UTC,3600,MOBILE,LTE,4G,234,10,8271,130201620,vodafone UK,O2,0,null,439,null,null,null,52.6149943,-1.6836903,null,56.0,null,United Kingdom,England,Tamworth,gcqg3dmbx1,2017-08-26 19:28:02 UTC,null,null,null,null,null,null,null,null,null,1038,1614,null,null,null,null,null
samsung,Samsung,SM-A310F,Galaxy A3,ANDROID60,Android 6.0,tr,null,1280,720,3084054528,2670747648,413306880,1436844032,1200128000,236716032,0.3,0.10000000149011612,Unplugged,463822537,null,null,null,null,null,null,2017-04-14 14:06:57 UTC,2017-04-14 14:06:59 UTC,10800,MOBILE,HSPAP,3G,286,3,43428,10188905,Turk Telekom,Turk Telekom,null,null,null,null,null,null,41.0069322,28.8979527,null,37.88600158691406,null,Turkey,Istanbul,Zeytinburnu,sxk9394fen,2017-04-14 14:06:59 UTC,null,null,null,null,null,null,null,null,-51,8565,20146,null,null,null,null,null
samsung,Samsung,SM-N920C,Galaxy Note 5,ANDROID70,Android 7.0,tr,null,1920,1080,4300570624,3621277696,679292928,3842228224,3067224064,775004160,0.0,0.4000000059604645,Unplugged,1016592110,null,null,null,null,null,null,2017-04-26 13:03:15 UTC,2017-04-26 15:17:06 UTC,10800,MOBILE,LTE,4G,286,3,616,87632919,Turk Telekom,Turk Telekom,null,null,95,null,null,null,40.9827599,29.040583,null,19.117000579833984,null,Turkey,Istanbul,Kadikoy,sxk9hudtys,2017-04-26 15:04:00 UTC,null,null,null,null,null,null,null,null,-66,208209,754223,-66,-7,16,14,1
samsung,Samsung,SM-J510FQ,Galaxy J5,ANDROID60,Android 6.0,tr,null,1280,720,3063267328,3036815360,26451968,1984086016,1420849152,563236864,0.75,0.9700000286102295,Charging,793170918,null,null,null,null,null,null,2017-06-07 18:19:27 UTC,2017-06-07 18:26:18 UTC,10800,MOBILE,LTE,4G,286,3,1060,89648652,Turk Telekom,Turk Telekom,null,null,284,null,null,null,38.4520257,27.2475521,null,25.885000228881836,null,Turkey,Izmir,Bornova,swg6spcp3c,2017-06-07 18:26:18 UTC,null,null,null,null,null,null,null,21,-106,155504,1463091,-106,-15,-30,null,null
HTC,HTC,HTC Desire 830,Desire 830,ANDROID51,Android 5.1,tr,null,1920,1080,29287837696,11793534976,17494302720,2977484800,1729200128,1248284672,0.49,0.4000000059604645,NotCharging,695061124,null,null,null,null,null,null,2017-05-14 13:55:04 UTC,2017-05-14 13:55:05 UTC,10800,MOBILE,LTE,4G,286,3,604,87718668,Turk Telekom,Turk Telekom,null,null,87,null,null,null,40.834681,29.3090166,null,26.75200080871582,null,Turkey,Istanbul,Tuzla,sxkb6cwpm8,2017-05-14 13:55:05 UTC,null,512000,2163.2795645719943,1048576,72.0,0.15005,0.0,null,null,577580,1126779,null,null,null,null,7
Apple,Apple,iPhone 5S GSM + CDMA,iPhone 5S GSM + CDMA,IOS102,iOS 10.2,tr,null,568,320,12160557056,11410059264,750497792,1048576000,785334272,263241728,0.4630000000000001,0.17000000178813934,Unknown,51920079,null,258.256989,null,null,null,null,2017-05-23 08:44:46 UTC,2017-05-23 08:53:02 UTC,10800,MOBILE,HSDPA,3G,286,3,null,null,Turk Telekom,Turk Telekom,null,null,null,null,null,null,39.929362,32.876906,902.542969,30.0,12.0,Turkey,Ankara,Çankaya,sxp7hhujrk,2017-05-23 08:47:26 UTC,null,null,null,null,null,null,null,null,null,254071,92613,null,null,null,null,null
samsung,Samsung,SM-G900F,Galaxy S5,ANDROID60,Android 6.0,sr,RS,1920,1080,28632797184,19168657408,9464139776,1788809216,1346854912,441954304,0.26,0.4099999964237213,Unplugged,406365674,null,null,220,5,Vip SRB,VIP,2017-09-16 12:59:01 UTC,2017-09-16 12:59:05 UTC,7200,MOBILE,LTE,4G,220,5,400,3360513,Vip SRB  | Vip SRB,VIP,null,null,446,null,null,null,44.0226204,20.4585877,null,25.0,null,Serbia,Central Serbia,null,sryd3w16re,2017-09-16 12:59:01 UTC,null,null,null,null,null,null,null,null,-88,0,0,-88,-9,64,null,null
OnePlus,OnePlus,A0001,One,ANDROID60,Android 6.0,nl,,1920,1080,58973437952,39264845824,19708592128,3020779520,2007355392,1013424128,0.41,1.0,Charging,1170855177,null,null,204,16,Simpel,T-Mobile,2017-08-03 00:37:36 UTC,2017-08-03 03:05:28 UTC,7200,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,b4:ee:b4:b3:1b:14,Ziggo46705,null,51.5645545,4.6342885,null,224.0,null,Netherlands,North Brabant,Etten,u15m37n969,2017-08-03 00:37:36 UTC,null,null,null,null,null,null,null,null,null,259885,256950,null,null,null,null,null
Sony,Sony,C6603,Xperia Z,ANDROID51,Android 5.1,tr,null,1920,1080,14706028544,13109874688,1596153856,1882894336,949080064,933814272,0.18,0.10999999940395355,Charging,172861790,null,null,null,null,null,null,2017-06-15 21:39:59 UTC,2017-06-15 21:43:13 UTC,10800,UNKNOWN,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,null,null,null,41.0976794,28.886076,null,699.9990234375,null,Turkey,Istanbul,Sultangazi,sxk9c3d5q6,2017-06-15 21:43:13 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
Sony,Sony,D5503,Xperia Z1 Compact,ANDROID51,Android 5.1,pl,PL,1280,720,12658130944,9014738944,3643392000,1823129600,1481293824,341835776,0.85,0.9399999976158142,Unplugged,578472883,null,null,260,1,,Plus,2017-08-08 08:57:37 UTC,2017-08-08 08:58:37 UTC,7200,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,ac:f1:df:dc:ab:b8,Monika10919,null,53.618772,20.062615,null,104.0,null,Poland,Warmian-Masurian,null,u3w308cpuz,2017-08-08 08:57:37 UTC,null,null,null,null,null,null,null,null,null,671,490,null,null,null,null,null
Sony,Sony,D6603,Xperia Z3,ANDROID60,Android 6.0,es,null,1920,1080,15052120064,14229086208,823033856,2922385408,1982820352,939565056,0.87,0.6100000143051147,Unplugged,2660397993,null,null,null,null,null,null,2017-05-26 16:49:58 UTC,2017-05-26 16:50:23 UTC,7200,UNKNOWN,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,null,null,null,36.724667,-4.4860118,null,19.558000564575195,null,Spain,Andalusía,Málaga,eysbcvt2sq,2017-05-26 16:50:23 UTC,null,null,null,null,null,null,null,null,-89,127398,377852,null,null,-10,null,null
Sony,Sony,E5823,Xperia Z5 Compact,ANDROID71,Android 7.1,en,GB,1280,720,39704453120,31276605440,8427847680,1900892160,1338503168,562388992,0.72,0.38999998569488525,Unplugged,531890659,null,null,234,30,,EE,2017-08-01 15:50:31 UTC,2017-08-01 15:50:35 UTC,3600,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,58:98:35:4a:b3:a4,PlusnetWireless4AB3A4,2412,52.3536642,1.6229442,null,64.0,null,United Kingdom,England,null,u131ufty1q,2017-08-01 15:50:31 UTC,null,null,null,null,null,null,null,58,-71,237,1677,null,null,null,null,null
Sony,Sony,F3211,Xperia XA Ultra,ANDROID60,Android 6.0,tr,null,1920,1080,3518230528,3371122688,147107840,2974642176,1775919104,1198723072,0.85,0.5199999809265137,NotCharging,2210225425,null,null,null,null,null,null,2017-04-18 16:27:49 UTC,2017-04-18 17:04:14 UTC,10800,UNKNOWN,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,null,null,null,38.7402961,35.4300786,null,1899.9990234375,null,Turkey,Kayseri,Kocasinan,sychqhrqsd,2017-04-18 17:04:14 UTC,null,null,null,null,null,null,null,null,-33,7650,7318,-101,-9,null,null,null
UMIDIGI,null,Z Pro,null,ANDROID71,Android 7.1,de,DE,1920,1080,26250354688,7465472000,18784882688,4030160896,3134144512,896016384,0.4,0.8199999928474426,NotCharging,837287151,null,null,262,7,o2 - de,O2,2017-08-20 14:25:32 UTC,2017-08-20 14:26:05 UTC,7200,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,c8:0e:14:99:12:24,QuaxNET,5200,47.9989049,10.1819318,null,1700.0,null,Germany,Bavaria,Memmingen,u0x1p9ymbh,2017-08-20 14:26:05 UTC,null,null,null,null,null,null,null,null,null,1116,1100,null,null,null,null,null
OUKITEL,OUKITEL,C5 PRO,null,ANDROID60,Android 6.0,en,GB,1280,720,12391075840,5481177088,6909898752,2039787520,1052028928,987758592,0.64,0.1599999964237213,NotCharging,79304167,null,null,234,30,EE,EE,2017-07-20 17:37:07 UTC,2017-07-20 17:39:03 UTC,3600,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,a4:2b:8c:13:18:c7,VM679846-2G_EXT,null,53.8435253,-1.7163048,null,1127.0,null,United Kingdom,England,Bradford,gcwf2cyjr0,2017-07-20 17:37:07 UTC,null,null,null,null,null,null,null,null,-76,2514,1826,null,null,null,null,null
