main_ConnectionType,main_ConnectionTechnology,main_ServiceProvider,main_ConnectionStart,main_ConnectionEnd,main_CID,main_LAC,main_BSSID,main_MCC,main_MNC,main_Timezone,main_PCI,main_MobileChannel,main_WifiFrequency,main_BSIC,main_Device_Manufacturer,main_Device_Model,main_Device_OS,main_Device_ScreenResolution_Width,main_Device_ScreenResolution_Height,main_Device_Memory,main_Device_Storage,main_Device_DeviceLanguage,main_QOS_QOSDate,main_QOS_UploadThroughput,main_QOS_DownloadThroughput,main_QOS_Latency_Average,main_QOS_LinkSpeed,main_QOS_SignalStrength,main_QOS_Location_Latitude,main_QOS_Location_Longitude,main_QOS_Location_Altitude,main_QOS_Location_HorizontalAccuracy,main_QOS_Location_VerticalAccuracy,main_QOS_Jitter_Average,main_QOS_PacketLoss_LostPercentage,main_QOS_Velocity_Speed,main_QOS_Velocity_Bearing,main_QOS_DeviceFreeMemory,main_QOS_DeviceCPU,main_QOS_DeviceBatteryLevel,main_QOS_DeviceBatteryState,main_QOS_DeviceFreeStorage,main_QOS_DeltaTransmittedBytes,main_QOS_DeltaReceivedBytes,main_QOS_RSRP,main_QOS_RSRQ,main_QOS_RSSNR,main_QOS_CQI,main_QOS_TA,main_QOS_SystemUptime,main_QOS_DeviceUsedStorage,main_QOS_DeviceUsedMemory,main_Country,main_Region,main_City,main_Geohash,conn_Generation_Category,sp_ServiceProviderBrandName
WIFI,UNKNOWN,null,2017-06-19 19:00:08 UTC,2017-06-19 19:25:09 UTC,null,null,00:3a:9a:a8:ba:c3,null,null,-18000,null,null,2412,null,samsung,SM-N910T,ANDROID44,2560,1440,2918473728,26007085056,en,2017-06-19 19:00:08 UTC,null,null,null,117,-59,42.5896259,-88.4186523,null,50.0,null,null,null,null,null,527654912,0.56,0.7599999904632568,Unplugged,605646848,0,0,null,null,null,null,null,31523832,25401438208,2390818816,United States,Wisconsin,null,dp947cpw81,UNKNOWN,null
WIFI,UNKNOWN,null,2017-07-23 21:31:10 UTC,2017-07-23 21:32:00 UTC,null,null,d4:68:4d:00:8d:fc,null,null,-14400,null,null,5745,null,samsung,SM-N910T,ANDROID60,2560,1440,2913619968,154046603264,en,2017-07-23 21:32:00 UTC,null,null,null,null,null,39.3454344,-84.2679592,null,59.0,null,null,null,null,null,663437312,0.73,0.75,Unplugged,98351349760,54170,81204,null,null,null,null,null,523769283,55695253504,2250182656,United States,Ohio,Mason,dnupf6tgy0,UNKNOWN,null
MOBILE,LTE,T-Mobile,2017-07-28 20:29:11 UTC,2017-07-28 21:54:41 UTC,17084418,31052,null,310,260,-14400,118,null,null,null,samsung,SM-N910T,ANDROID60,2560,1440,2913619968,90075078656,en,2017-07-28 21:54:41 UTC,null,null,null,null,null,18.2947484,-66.0511627,null,31.69300079345703,null,null,null,null,null,608346112,0.51,0.9200000166893005,Unplugged,68404232192,12382,24939,null,null,null,null,null,76029432,21670846464,2305273856,United States,Puerto Rico,Caguas,de300frn8k,4G,T-Mobile
MOBILE,HSDPA,T-Mobile,2017-06-20 16:48:10 UTC,2017-06-20 16:48:17 UTC,27803387,41397,null,310,260,-25200,null,null,null,null,samsung,SM-N910T,ANDROID44,2560,1440,2918473728,26007085056,en,2017-06-20 16:48:17 UTC,null,null,null,null,null,47.88834214,-122.2354102,99.0,90.0,null,null,null,null,null,377446400,0.38,0.699999988079071,Unplugged,694497280,1577,0,null,null,null,null,null,302086488,25312587776,2541027328,United States,Washington,null,c2906mycu9,3G,T-Mobile
MOBILE,LTE,T-Mobile,2017-05-17 22:51:24 UTC,2017-05-17 22:51:44 UTC,22781185,14180,null,310,260,-25200,null,null,null,null,samsung,SM-N910T,ANDROID44,2560,1440,2918473728,26007085056,es,2017-05-17 22:51:24 UTC,null,null,null,null,-71,34.1366628,-117.55053533,464.0,99.0,null,null,null,null,null,299687936,0.56,0.8600000143051147,Charging,525570048,0,0,-100,-12,-30,null,null,37255486,25481515008,2618785792,United States,California,Rancho Cucamonga,9qh6jn6k3z,4G,T-Mobile
MOBILE,LTE,T-Mobile,2017-06-04 02:38:09 UTC,2017-06-04 03:38:09 UTC,22045441,13403,null,310,260,-25200,300,null,null,null,samsung,SM-N910T,ANDROID60,2560,1440,2913615872,3888914432,ar,2017-06-04 03:38:09 UTC,null,null,45.0,null,-75,32.2613736,-110.961654,null,1200.0,null,0.379033,0.0,null,null,848162816,0.23,1.0,Full,249335808,135841,354507,null,null,null,null,null,364595144,3639578624,2065453056,United States,Arizona,Tucson,9t9pe100n5,4G,T-Mobile
MOBILE,LTE,T-Mobile,2017-07-18 15:57:05 UTC,2017-07-18 15:58:14 UTC,6228225,41478,null,310,260,-18000,246,null,null,null,samsung,SM-N910T,ANDROID60,2560,1440,2913619968,33946902528,en,2017-07-18 15:57:10 UTC,null,null,35.0,null,-79,41.854298,-87.9163383,null,50.0,null,0.42086,0.0,null,null,941506560,0.17,0.5199999809265137,Unplugged,10651025408,1296,1471,-108,-12,86,null,null,18474641,23295877120,1972113408,United States,Illinois,null,dp3qp7m6by,4G,T-Mobile
MOBILE,LTE,T-Mobile,2017-06-09 15:58:14 UTC,2017-06-09 15:58:52 UTC,16549379,31931,null,310,260,-18000,null,null,null,null,samsung,SM-N910T,ANDROID44,2560,1440,2918473728,26007085056,en,2017-06-09 15:58:52 UTC,null,null,null,null,null,32.89139768,-96.62988028,152.0,86.0,null,null,null,null,null,369889280,0.17,0.33000001311302185,Unplugged,3756273664,30785,309610,null,null,null,null,null,75358321,22250811392,2548584448,United States,Texas,Garland,9vg715sq28,4G,T-Mobile
MOBILE,LTE,T-Mobile,2017-06-12 21:58:42 UTC,2017-06-12 22:00:15 UTC,16278531,31891,null,310,260,-18000,320,null,null,null,samsung,SM-N910T,ANDROID60,2560,1440,2913619968,33959485440,en,2017-06-12 22:00:15 UTC,null,null,null,null,null,32.9451064,-96.6644388,null,104.0999984741211,null,null,null,null,null,774115328,0.58,0.6000000238418579,Unplugged,19309121536,18819,62635,null,null,null,null,null,253185856,14650363904,2139504640,United States,Texas,Garland,9vg72m7p5k,4G,T-Mobile
MOBILE,LTE,T-Mobile,2017-07-22 14:11:06 UTC,2017-07-22 14:12:34 UTC,11174915,22272,null,310,260,-14400,296,null,null,null,samsung,SM-N910T,ANDROID60,2560,1440,2913619968,41475022848,en,2017-07-22 14:12:34 UTC,null,null,null,null,null,43.2140003,-77.6599347,97.0,43.0,null,null,null,1.4500000476837158,54.0,1062916096,0.61,1.0,Full,23112544256,17005,31098,null,null,null,null,null,3694513,18362478592,1850703872,United States,New York,null,dr8vbfcgb3,4G,T-Mobile
MOBILE,LTE,T-Mobile,2017-06-18 18:31:17 UTC,2017-06-18 18:32:58 UTC,15826434,30843,null,310,260,-18000,282,null,null,null,samsung,SM-N910T,ANDROID60,2560,1440,2913619968,89995386880,en,2017-06-18 18:32:58 UTC,null,null,null,null,null,30.5456613,-97.615626,null,50.0,null,null,null,null,null,614424576,0.36,0.8199999928474426,Unplugged,71673851904,44851,51667,null,null,null,null,null,160505409,18321534976,2299195392,United States,Texas,Round Rock,9v6tf8wmr5,4G,T-Mobile
MOBILE,LTE,Family Mobile,2017-06-29 18:34:23 UTC,2017-06-29 18:42:00 UTC,18926851,31575,null,310,260,-14400,null,null,null,null,samsung,SM-N910T,ANDROID44,2560,1440,2918473728,26007085056,en,2017-06-29 18:42:00 UTC,null,null,null,null,null,33.75445957,-78.85301965,-20.0,11.0,null,null,null,5.455281734466553,225.39999389648438,834621440,0.55,0.8600000143051147,Charging,17063268352,19302,71436,null,null,null,null,null,5621551,8943816704,2083852288,United States,South Carolina,null,dnpbj8uczr,4G,T-Mobile
MOBILE,LTE,T-Mobile,2017-07-22 19:30:14 UTC,2017-07-22 19:30:23 UTC,10499586,20996,null,310,260,-14400,193,null,null,null,samsung,SM-N910T,ANDROID60,2560,1440,2913619968,26214703104,en,2017-07-22 19:30:23 UTC,null,null,null,null,null,41.785302,-71.4546029,4.0,96.0,null,null,null,null,null,618455040,0.57,0.6899999976158142,Charging,11011567616,2511,14061,null,null,null,null,null,84755076,15203135488,2295164928,United States,Rhode Island,Cranston,drmjwnb350,4G,T-Mobile
MOBILE,HSPA,Simple Mobile,2017-07-14 02:09:44 UTC,2017-07-14 02:09:50 UTC,79332137,46190,null,310,260,-14400,null,null,null,null,samsung,SM-N910T,ANDROID44,2560,1440,2918473728,41930235904,en,2017-07-14 02:09:50 UTC,null,null,null,null,null,39.25916221,-76.51269559,-37.0,17.0,null,null,null,null,null,465694720,0.93,0.10999999940395355,Charging,9389780992,7656,12903,null,null,null,null,null,361774,32540454912,2452779008,United States,Maryland,null,dqcx6fvjhy,3G,T-Mobile
MOBILE,LTE,T-Mobile,2017-07-28 17:16:09 UTC,2017-07-28 18:27:44 UTC,6188545,41475,null,310,260,-18000,120,null,null,null,samsung,SM-N910T,ANDROID60,2560,1440,2913619968,26007085056,en,2017-07-28 18:27:44 UTC,null,null,null,null,-59,41.4379065,-87.5490109,null,2000.0,null,null,null,null,null,572973056,0.78,0.6800000071525574,Unplugged,6523678720,653648,1865515,-86,-10,214,null,null,421884799,19483406336,2340646912,United States,Illinois,null,dp3exz8c21,4G,T-Mobile
MOBILEROAMING,UMTS,T-Mobile,2017-07-19 02:41:34 UTC,2017-07-19 02:41:36 UTC,27094440,32608,null,310,260,-14400,null,null,null,null,samsung,SM-N910T,ANDROID44,2560,1440,2918473728,41930235904,es,2017-07-19 02:41:36 UTC,null,null,null,null,null,28.32620036,-81.4870183,-8.0,16.0,null,null,null,0.7106334567070007,355.6000061035156,286212096,0.98,0.33000001311302185,Unplugged,12152586240,19488,19564,null,null,null,null,null,42345579,29777649664,2632261632,United States,Florida,null,djn11swunf,3G,T-Mobile
MOBILE,LTE,T-Mobile,2017-07-31 02:51:23 UTC,2017-07-31 03:01:31 UTC,21867782,12830,null,310,260,-36000,310,null,null,null,samsung,SM-N910T,ANDROID60,2560,1440,2913619968,41818562560,en,2017-07-31 02:55:37 UTC,null,null,null,null,-94,21.5211778,-157.8368472,null,50.0,null,null,null,null,null,999006208,0.81,0.7799999713897705,Unplugged,24911187968,13865,30218,-125,-14,16,null,null,84195943,16907374592,1914613760,United States,Hawaii,null,87zf2mf9yy,4G,T-Mobile
MOBILE,LTE,T-Mobile,2017-05-27 22:21:03 UTC,2017-05-27 22:42:49 UTC,5209859,43524,null,310,260,-18000,263,null,null,null,samsung,SM-N910T,ANDROID60,1920,1080,2913619968,30082646016,en,2017-05-27 22:42:49 UTC,null,null,null,null,null,44.6499741,-93.2999657,306.0,4.0,null,null,null,null,null,604508160,0.71,0.5400000214576721,Unplugged,13025603584,514483,1272632,-92,-13,92,null,null,73097018,17057042432,2309111808,United States,Minnesota,Lakeville,9zvwhbm0cn,4G,T-Mobile
MOBILE,LTE,T-Mobile,2017-07-31 13:00:00 UTC,2017-07-31 13:22:20 UTC,13967873,21261,null,310,260,-14400,164,null,null,null,samsung,SM-N910T,ANDROID60,2560,1440,2913619968,57645408256,en,2017-07-31 13:22:20 UTC,null,null,null,null,null,40.7131729,-74.0091869,null,110.0,null,null,null,null,null,779522048,0.66,0.800000011920929,Charging,24881057792,236587,509660,null,null,null,null,null,6898419,32764350464,2134097920,United States,New York,New York,dr5regs5kv,4G,T-Mobile
MOBILE,LTE,T-Mobile,2017-07-30 16:07:56 UTC,2017-07-30 16:08:15 UTC,11116806,22019,null,310,260,-14400,392,null,null,null,samsung,SM-N910T,ANDROID60,2560,1440,2913619968,26214703104,en,2017-07-30 16:07:56 UTC,null,null,null,null,-58,40.5935296,-75.4634097,null,22.0,null,null,null,null,null,1169989632,0.59,0.8100000023841858,Unplugged,16269365248,3614,2840,-82,-7,138,null,null,20035570,9945337856,1743630336,United States,Pennsylvania,Allentown,dr4qfvc4rn,4G,T-Mobile
MOBILE,LTE,HOME,2017-07-09 22:04:20 UTC,2017-07-09 22:14:15 UTC,5958422,40960,null,310,260,-14400,null,null,null,null,samsung,SM-N910T,ANDROID44,2560,1440,2918473728,26007085056,en,2017-07-09 22:07:07 UTC,null,null,null,null,-91,41.30585878,-81.4664291,386.0,19.0,null,null,null,null,null,1051807744,0.5,0.6299999952316284,Unplugged,20927541248,872,0,-114,-6,48,null,null,2745494,5079543808,1866665984,United States,Ohio,Twinsburg,dpq4fptbnd,4G,T-Mobile
MOBILE,LTE,H2O,2017-05-07 01:15:52 UTC,2017-05-07 01:25:16 UTC,14087184,1538,null,310,410,-14400,null,null,null,null,samsung,SM-N910T,ANDROID44,2560,1440,2918473728,33821073408,es,2017-05-07 01:15:57 UTC,null,null,40.0,null,-83,41.20090738,-73.11405489,-53.0,23.0,null,0.349021,0.0,0.8309633135795593,223.6999969482422,608505856,0.33,0.4000000059604645,Unplugged,11009974272,719,1507,-113,-13,78,null,null,24366070,22811099136,2309967872,United States,Connecticut,Stratford,drk42hruxj,4G,AT&T
MOBILE,HSPA,AT&T,2017-06-18 22:06:57 UTC,2017-06-18 22:07:46 UTC,116674911,25605,null,310,410,-18000,null,null,null,null,samsung,SM-N910T,ANDROID44,2560,1440,2918473728,26007085056,en,2017-06-18 22:07:03 UTC,null,null,null,null,-89,35.52640875,-93.52490956,299.0,69.0,null,null,null,null,null,723824640,0.53,0.1599999964237213,Unplugged,11641470976,1165,744,null,null,null,null,null,4168378,14365614080,2194649088,United States,Arkansas,null,9ym6pg3hrd,3G,AT&T
MOBILE,HSPAP,cricket,2017-06-03 12:50:18 UTC,2017-06-03 12:50:42 UTC,146272074,11507,null,310,410,-14400,null,null,null,null,samsung,SM-N910T,ANDROID44,2560,1440,2918473728,41930235904,en,2017-06-03 12:50:42 UTC,null,null,null,null,null,42.91911512,-78.73298728,173.0,13.0,null,null,null,7.344256401062012,359.29998779296875,372658176,0.33,0.36000001430511475,Unplugged,13530865664,7444,5032,null,null,null,null,null,7867850,28399370240,2545815552,United States,New York,Depew,dr8h0mhmuq,3G,AT&T
MOBILE,LTE,cricket,2017-06-17 16:35:03 UTC,2017-06-17 16:52:19 UTC,138273032,29455,null,310,410,-18000,null,null,null,null,samsung,SM-N910T,ANDROID44,2560,1440,2918473728,27983388672,es,2017-06-17 16:52:19 UTC,null,null,null,null,null,29.44813245,-98.55450934,210.0,23.0,null,null,null,0.7397972941398621,145.89999389648438,564609024,0.55,0.6499999761581421,Unplugged,669499392,68965,85515,null,null,null,null,null,71773038,27313889280,2353864704,United States,Texas,San Antonio,9v1zt2fgc3,4G,AT&T
MOBILE,HSPAP,cricket,2017-06-02 01:25:11 UTC,2017-06-02 01:25:34 UTC,14878030,33980,null,310,410,-25200,null,null,null,null,samsung,SM-N910T,ANDROID44,2560,1440,2918473728,57909485568,en,2017-06-02 01:25:34 UTC,null,null,null,null,null,45.3450439,-122.62897429,-1.0,19.0,null,null,null,20.520156860351562,239.1999969482422,825081856,0.85,0.18000000715255737,Charging,26802495488,35773,39835,null,null,null,null,null,1436278,31106990080,2093391872,United States,Oregon,Oregon City,c20ccwb61b,3G,AT&T
MOBILE,HSPA,AT&T,2017-06-19 19:45:35 UTC,2017-06-19 19:46:12 UTC,206277999,16923,null,310,410,-18000,null,null,null,null,samsung,SM-N910T,ANDROID44,2560,1440,2918473728,57909485568,en,2017-06-19 19:45:35 UTC,null,null,null,null,-101,36.16644951,-86.80680437,100.0,68.0,null,null,null,0.39812055230140686,171.10000610351562,698802176,1.0,0.7599999904632568,Unplugged,48262799360,0,0,null,null,null,null,null,73068772,9646686208,2219671552,United States,Tennessee,null,dn6m8xvhyf,3G,AT&T
MOBILE,HSPA,Home,2017-07-20 03:13:11 UTC,2017-07-20 03:13:12 UTC,20500737,45993,null,310,410,-21600,null,null,null,null,samsung,SM-N910T,ANDROID60,2560,1440,2913619968,58117103616,en,2017-07-20 03:13:12 UTC,null,null,null,null,null,37.052348,-113.6225363,757.0,3.0,null,null,null,0.17000000178813934,295.0,547377152,0.65,0.4399999976158142,Unplugged,43489140736,797,2431,null,null,null,null,null,506588593,14627962880,2366242816,United States,Utah,Saint George,9qx4y3nte4,3G,AT&T
MOBILE,LTE,Verizon Wireless,2017-07-23 17:30:14 UTC,2017-07-23 17:30:24 UTC,20194,3,null,null,41,-14400,319,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913558528,25079152640,en,2017-07-23 17:30:24 UTC,null,null,null,null,null,33.8351807,-84.0572023,null,33.0,null,null,null,null,null,1140871168,0.78,0.7400000095367432,Unplugged,11516530688,132,0,null,null,null,null,null,179775082,13562621952,1772687360,United States,Georgia,null,dnh0rpx2jn,4G,null
MOBILE,LTE,Verizon Wireless,2017-07-19 18:36:15 UTC,2017-07-19 18:36:19 UTC,373,6,null,null,154,-14400,225,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913558528,25079152640,en,2017-07-19 18:36:19 UTC,null,null,null,null,null,43.1545066,-77.6195685,null,92.0,null,null,null,null,null,793034752,0.92,0.9900000095367432,Unplugged,6435713024,17961,31863,null,null,null,null,null,4270407455,18643439616,2120523776,United States,New York,Rochester,dr8v98p1hz,4G,null
MOBILE,LTE,Verizon Wireless,2017-06-26 19:32:57 UTC,2017-06-26 19:32:57 UTC,857,6,null,null,154,-14400,35,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913787904,null,en,2017-06-26 19:32:57 UTC,null,null,null,null,null,43.0654155,-77.6460171,null,19.56800079345703,null,null,null,null,null,951713792,0.59,0.6899999976158142,Unplugged,191243517952,208,0,null,null,null,null,null,87284744,90056228864,1962074112,United States,New York,null,dr8ucpgfhx,4G,null
MOBILE,LTE,Verizon Wireless,2017-07-31 23:14:46 UTC,2017-07-31 23:15:17 UTC,22450,22,null,null,418,-18000,339,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913558528,25279430656,en,2017-07-31 23:14:46 UTC,null,null,null,null,-83,32.3138339,-95.0934844,82.0,18.0,null,null,null,null,null,465330176,0.54,0.7699999809265137,Unplugged,12363841536,9106,2793,-111,-11,28,null,null,100293487,12915589120,2448228352,United States,Texas,null,9vsru4e19p,4G,null
MOBILE,LTE,Verizon Wireless,2017-06-03 20:51:27 UTC,2017-06-03 20:51:29 UTC,13139,1,null,null,1608,-25200,63,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913542144,25079152640,en,2017-06-03 20:51:29 UTC,null,null,null,null,null,43.6069429,-123.2229506,119.0,10.0,null,null,null,32.810001373291016,220.0,467603456,0.7,0.5400000214576721,Unplugged,4892549120,135,0,null,null,null,null,null,53247431,20186603520,2445938688,United States,Oregon,null,9rb25fruc5,4G,null
MOBILE,LTE,Verizon Wireless,2017-07-07 21:52:52 UTC,2017-07-07 21:53:41 UTC,4614,2,null,null,80,-14400,115,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913558528,28982018048,en,2017-07-07 21:53:41 UTC,null,null,null,null,null,39.6849634,-85.9762686,null,1700.0,null,null,null,null,null,742309888,0.6,0.6700000166893005,Unplugged,12643774464,475,0,null,null,null,null,null,137232209,16338243584,2171248640,United States,Indiana,null,dp4cg83vxt,4G,null
MOBILE,LTE,Verizon Wireless,2017-06-10 13:28:24 UTC,2017-06-10 13:28:30 UTC,485,3,null,null,4152,-14400,32,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913558528,57077497856,en,2017-06-10 13:28:30 UTC,null,null,null,null,null,27.1554585,-80.2205961,null,50.0,null,null,null,null,null,531791872,0.6,0.8399999737739563,Unplugged,17430540288,830,846,null,null,null,null,null,47212376,39646957568,2381766656,United States,Florida,Stuart,dhyfqx90h8,4G,null
MOBILE,LTE,Verizon Wireless,2017-07-18 05:58:26 UTC,2017-07-18 05:58:42 UTC,862,4,null,null,48,-25200,284,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913554432,56981553152,en,2017-07-18 05:58:42 UTC,null,null,null,null,null,33.4578177,-112.3657086,272.0,10.0,null,null,null,31.969999313354492,94.0,724156416,0.67,0.5699999928474426,Unplugged,20073283584,409,134,null,null,null,null,null,9464523,36908269568,2189398016,United States,Arizona,Goodyear,9tbn74cccj,4G,null
MOBILE,LTE,Verizon Wireless,2017-05-18 20:39:40 UTC,2017-05-18 20:39:42 UTC,8794,1,null,null,4152,-14400,241,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913558528,89067454464,en,2017-05-18 20:39:42 UTC,null,null,null,null,null,26.4024796,-81.8052797,-36.0,3.9000000953674316,null,null,null,4.320000171661377,109.0,646135808,0.8,0.6600000262260437,Charging,30736949248,6533,24689,null,null,null,null,null,119786800,58330505216,2267422720,United States,Florida,null,dhty4qrjwf,4G,null
MOBILE,LTE,Verizon Wireless,2017-06-29 23:52:59 UTC,2017-06-29 23:53:34 UTC,696,6,null,null,154,-14400,14,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913787904,null,en,2017-06-29 23:52:59 UTC,null,null,null,null,-76,43.1898391,-77.590485,null,50.0,null,null,null,null,null,1172627456,0.96,0.5099999904632568,Unplugged,201793400832,988,1031,-107,-14,8,null,null,111066310,79506345984,1741160448,United States,New York,Rochester,dr8vdqkr49,4G,null
MOBILE,LTE,Verizon Wireless,2017-07-07 20:17:02 UTC,2017-07-07 20:17:18 UTC,950,4,null,null,4192,-14400,285,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913558528,25079152640,en,2017-07-07 20:17:05 UTC,null,null,42.0,null,-79,27.4904141,-82.6366655,-32.0,13.0,null,0.145279,0.0,18.690000534057617,178.0,1023352832,0.46,0.8500000238418579,Charging,12008247296,580,580,-112,-16,24,null,null,3188020,13070905344,1890205696,United States,Florida,Bradenton,dhvhrs3z60,4G,null
MOBILE,LTE,Verizon Wireless,2017-06-24 22:45:05 UTC,2017-06-24 22:45:27 UTC,7970,3,null,null,41,-14400,301,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913558528,41002303488,ko,2017-06-24 22:45:27 UTC,null,null,null,null,null,33.9671611,-84.1435033,null,50.0,null,null,null,null,null,586629120,0.63,0.1899999976158142,Charging,10497593344,23122,33585,null,null,null,null,null,540108414,30504710144,2326929408,United States,Georgia,null,dnh1jr8943,4G,null
MOBILE,LTE,Verizon Wireless,2017-05-04 21:06:17 UTC,2017-05-04 21:06:21 UTC,9050,1,null,null,4152,-14400,112,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913558528,89067454464,en,2017-05-04 21:06:21 UTC,null,null,null,null,null,26.4576409,-81.8252114,null,50.0,null,null,null,null,null,729030656,0.91,0.38999998569488525,Charging,31585382400,1076,290,null,null,null,null,null,69926648,57482072064,2184527872,United States,Florida,null,dhtyd02wym,4G,null
MOBILE,LTE,Verizon Wireless,2017-07-09 21:28:14 UTC,2017-07-09 21:28:33 UTC,388,7,null,null,4119,-18000,356,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913558528,25279430656,en,2017-07-09 21:28:33 UTC,null,null,null,null,null,32.7954327,-96.7892121,null,21.375999450683594,null,null,null,null,null,575545344,0.31,0.6499999761581421,Unplugged,1119064064,3752,1019,null,null,null,null,null,110580059,24160366592,2338013184,United States,Texas,null,9vg4td0ppz,4G,null
MOBILE,LTE,Verizon Wireless,2017-07-10 23:28:52 UTC,2017-07-10 23:30:50 UTC,933,7,null,null,4119,-18000,356,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913558528,25279430656,en,2017-07-10 23:30:50 UTC,null,null,null,null,null,32.8140184,-96.7777688,null,36.76599884033203,null,null,null,null,null,543252480,0.41,0.6600000262260437,Unplugged,1150394368,66658,761559,null,null,null,null,null,204347996,24129036288,2370306048,United States,Texas,null,9vg4tv8ed8,4G,null
MOBILE,LTE,Verizon Wireless,2017-07-26 16:00:46 UTC,2017-07-26 16:02:21 UTC,4535,5,null,null,32,-14400,77,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913558528,25079152640,en,2017-07-26 16:02:21 UTC,null,null,null,null,null,39.2706303,-80.3619174,null,19.0,null,null,null,null,null,532660224,0.66,0.7799999713897705,Unplugged,9353977856,19259,22936,null,null,null,null,null,165814961,15725174784,2380898304,United States,West Virginia,Clarksburg,dnyz7m40p8,4G,null
MOBILE,LTE,Verizon Wireless,2017-07-26 14:24:51 UTC,2017-07-26 14:25:15 UTC,4928,3,null,null,12,-18000,60,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913558528,152349016064,en,2017-07-26 14:25:00 UTC,null,null,79.0,null,-71,29.7153563,-95.3969308,null,25.0,null,0.296093,0.0,null,null,870752256,null,0.699999988079071,Unplugged,118164070400,5069,6591,-102,-14,-20,null,null,55803297,34184945664,2042806272,United States,Texas,Houston,9vk1j1w06r,4G,null
MOBILE,LTE,Verizon Wireless,2017-07-26 02:13:39 UTC,2017-07-26 02:37:18 UTC,614,4,null,null,4119,-18000,37,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913558528,56981553152,en,2017-07-26 02:17:02 UTC,null,null,null,null,-77,30.4559708,-97.5619513,null,110.0,null,null,null,null,null,948985856,0.53,1.0,Full,38786203648,25707,53631,-104,-10,78,null,null,21405303,18195349504,1964572672,United States,Texas,Pflugerville,9v6t7bmdcu,4G,null
MOBILE,LTE,Verizon Wireless,2017-07-26 10:41:01 UTC,2017-07-26 10:42:58 UTC,856,3,null,null,4192,-14400,301,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913558528,25079152640,en,2017-07-26 10:42:58 UTC,null,null,null,null,null,28.3047781,-81.4341219,null,50.0,null,null,null,null,null,561725440,0.69,0.9900000095367432,Unplugged,3370889216,1483,1136,null,null,null,null,null,334072064,21708263424,2351833088,United States,Florida,Kissimmee,djn14btrr3,4G,null
MOBILE,LTE,Verizon Wireless,2017-06-10 04:41:55 UTC,2017-06-10 04:41:59 UTC,4929,1,null,null,12,-14400,34,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913558528,25079152640,en,2017-06-10 04:41:59 UTC,null,null,null,null,null,29.9706338,-95.3416712,null,1670.0,null,null,null,null,null,818049024,0.87,0.8100000023841858,Unplugged,778285056,1835,5695,null,null,null,null,null,9374761,24300867584,2095509504,United States,Texas,Houston,9vk4qryrd5,4G,null
MOBILE,LTE,Verizon Wireless,2017-07-22 00:17:01 UTC,2017-07-22 00:18:35 UTC,9025,3,null,null,41,-14400,171,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913558528,41002303488,en,2017-07-22 00:17:01 UTC,null,null,null,null,-81,33.7655921,-84.1649047,null,20.0,null,null,null,null,null,654393344,0.64,0.47999998927116394,Unplugged,7486464000,986,819,-109,-11,42,null,null,1190769710,33515839488,2259165184,United States,Georgia,null,dnh0hfbfzd,4G,null
MOBILE,LTE,Verizon Wireless,2017-07-29 17:38:36 UTC,2017-07-29 17:38:47 UTC,382,4,null,null,502,-14400,388,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913558528,56981553152,en,2017-07-29 17:38:36 UTC,null,null,null,null,-49,37.0016099,-81.0913991,684.0,3.0,null,null,null,null,null,699715584,0.72,1.0,Full,32938422272,624,19434,-78,-12,46,null,null,113834088,24043130880,2213842944,United States,Virginia,null,dnw66xzn12,4G,null
MOBILE,LTE,Verizon Wireless,2017-07-24 13:18:38 UTC,2017-07-24 13:19:13 UTC,22227,22,null,null,418,-18000,407,null,null,null,samsung,SM-N910V,ANDROID60,2560,1440,2913546240,153111330816,en,2017-07-24 13:19:13 UTC,null,null,null,null,null,32.3645819,-95.4302477,null,2682.0,null,null,null,null,null,807256064,0.72,0.3700000047683716,Unplugged,143184384000,1728,5620,null,null,null,null,null,41399272,9926946816,2106290176,United States,Texas,null,9vu0h7vc65,4G,null
